,Date,Cryptocurrency,adj_close,close,high,low,open,volume
370,2018-05-01,ADA-USD,0.35869300365448,365521984.0,365521984.0,365521984.0,365521984.0,365521984.0
371,2018-05-02,ADA-USD,0.3724200129508972,272855008.0,272855008.0,272855008.0,272855008.0,272855008.0
372,2018-05-03,ADA-USD,0.3697090148925781,300814016.0,300814016.0,300814016.0,300814016.0,300814016.0
373,2018-05-04,ADA-USD,0.360181987285614,171266000.0,171266000.0,171266000.0,171266000.0,171266000.0
374,2018-05-05,ADA-USD,0.3663380146026611,139447008.0,139447008.0,139447008.0,139447008.0,139447008.0
375,2018-05-06,ADA-USD,0.3500210046768188,148186000.0,148186000.0,148186000.0,148186000.0,148186000.0
376,2018-05-07,ADA-USD,0.3351759910583496,171384992.0,171384992.0,171384992.0,171384992.0,171384992.0
377,2018-05-08,ADA-USD,0.3283520042896271,142455008.0,142455008.0,142455008.0,142455008.0,142455008.0
378,2018-05-09,ADA-USD,0.3235929906368255,178122000.0,178122000.0,178122000.0,178122000.0,178122000.0
379,2018-05-10,ADA-USD,0.297089010477066,122958000.0,122958000.0,122958000.0,122958000.0,122958000.0
380,2018-05-11,ADA-USD,0.2601270079612732,348752000.0,348752000.0,348752000.0,348752000.0,348752000.0
381,2018-05-12,ADA-USD,0.270931988954544,255480992.0,255480992.0,255480992.0,255480992.0,255480992.0
382,2018-05-13,ADA-USD,0.2858900129795074,179522000.0,179522000.0,179522000.0,179522000.0,179522000.0
383,2018-05-14,ADA-USD,0.2734340131282806,161643008.0,161643008.0,161643008.0,161643008.0,161643008.0
384,2018-05-15,ADA-USD,0.2601549923419952,97408800.0,97408800.0,97408800.0,97408800.0,97408800.0
385,2018-05-16,ADA-USD,0.2563750147819519,108749000.0,108749000.0,108749000.0,108749000.0,108749000.0
386,2018-05-17,ADA-USD,0.2436639964580536,83683800.0,83683800.0,83683800.0,83683800.0,83683800.0
387,2018-05-18,ADA-USD,0.2455440014600753,79212200.0,79212200.0,79212200.0,79212200.0,79212200.0
388,2018-05-19,ADA-USD,0.243270993232727,57778000.0,57778000.0,57778000.0,57778000.0,57778000.0
389,2018-05-20,ADA-USD,0.2561360001564026,101310000.0,101310000.0,101310000.0,101310000.0,101310000.0
390,2018-05-21,ADA-USD,0.2488400042057037,85090304.0,85090304.0,85090304.0,85090304.0,85090304.0
391,2018-05-22,ADA-USD,0.2244080007076263,78363296.0,78363296.0,78363296.0,78363296.0,78363296.0
392,2018-05-23,ADA-USD,0.2028730064630508,124268000.0,124268000.0,124268000.0,124268000.0,124268000.0
393,2018-05-24,ADA-USD,0.2089889943599701,127678000.0,127678000.0,127678000.0,127678000.0,127678000.0
394,2018-05-25,ADA-USD,0.200654998421669,83368000.0,83368000.0,83368000.0,83368000.0,83368000.0
395,2018-05-26,ADA-USD,0.1965669989585876,60616400.0,60616400.0,60616400.0,60616400.0,60616400.0
396,2018-05-27,ADA-USD,0.1935569941997528,58991000.0,58991000.0,58991000.0,58991000.0,58991000.0
397,2018-05-28,ADA-USD,0.1747830063104629,95106200.0,95106200.0,95106200.0,95106200.0,95106200.0
398,2018-05-29,ADA-USD,0.2031899988651275,185184000.0,185184000.0,185184000.0,185184000.0,185184000.0
399,2018-05-30,ADA-USD,0.2111430019140243,222612000.0,222612000.0,222612000.0,222612000.0,222612000.0
400,2018-05-31,ADA-USD,0.2252140045166015,202076000.0,202076000.0,202076000.0,202076000.0,202076000.0
401,2018-06-01,ADA-USD,0.2225069999694824,130538000.0,130538000.0,130538000.0,130538000.0,130538000.0
402,2018-06-02,ADA-USD,0.227742001414299,116435000.0,116435000.0,116435000.0,116435000.0,116435000.0
403,2018-06-03,ADA-USD,0.2281540036201477,117208000.0,117208000.0,117208000.0,117208000.0,117208000.0
404,2018-06-04,ADA-USD,0.2140119969844818,115605000.0,115605000.0,115605000.0,115605000.0,115605000.0
405,2018-06-05,ADA-USD,0.2204670011997223,119846000.0,119846000.0,119846000.0,119846000.0,119846000.0
406,2018-06-06,ADA-USD,0.215720996260643,84766304.0,84766304.0,84766304.0,84766304.0,84766304.0
407,2018-06-07,ADA-USD,0.211118996143341,76949400.0,76949400.0,76949400.0,76949400.0,76949400.0
408,2018-06-08,ADA-USD,0.2053579986095428,68728600.0,68728600.0,68728600.0,68728600.0,68728600.0
409,2018-06-09,ADA-USD,0.2020909935235977,51481400.0,51481400.0,51481400.0,51481400.0,51481400.0
410,2018-06-10,ADA-USD,0.1768680065870285,137836000.0,137836000.0,137836000.0,137836000.0,137836000.0
411,2018-06-11,ADA-USD,0.1812800019979477,89350704.0,89350704.0,89350704.0,89350704.0,89350704.0
412,2018-06-12,ADA-USD,0.1665849983692169,82885904.0,82885904.0,82885904.0,82885904.0,82885904.0
413,2018-06-13,ADA-USD,0.16040800511837,99731600.0,99731600.0,99731600.0,99731600.0,99731600.0
414,2018-06-14,ADA-USD,0.1723749935626983,199562000.0,199562000.0,199562000.0,199562000.0,199562000.0
415,2018-06-15,ADA-USD,0.1627469956874847,73950496.0,73950496.0,73950496.0,73950496.0,73950496.0
416,2018-06-16,ADA-USD,0.1629620045423507,42213400.0,42213400.0,42213400.0,42213400.0,42213400.0
417,2018-06-17,ADA-USD,0.1613799929618835,35748800.0,35748800.0,35748800.0,35748800.0,35748800.0
418,2018-06-18,ADA-USD,0.1641169935464859,55507800.0,55507800.0,55507800.0,55507800.0,55507800.0
419,2018-06-19,ADA-USD,0.1671849936246872,69854400.0,69854400.0,69854400.0,69854400.0,69854400.0
420,2018-06-20,ADA-USD,0.1619849950075149,83625600.0,83625600.0,83625600.0,83625600.0,83625600.0
421,2018-06-21,ADA-USD,0.1585559993982315,41237700.0,41237700.0,41237700.0,41237700.0,41237700.0
422,2018-06-22,ADA-USD,0.1398389935493469,79062000.0,79062000.0,79062000.0,79062000.0,79062000.0
423,2018-06-23,ADA-USD,0.1378680020570755,38721800.0,38721800.0,38721800.0,38721800.0,38721800.0
424,2018-06-24,ADA-USD,0.1327030062675476,73037504.0,73037504.0,73037504.0,73037504.0,73037504.0
425,2018-06-25,ADA-USD,0.1352690011262893,57752100.0,57752100.0,57752100.0,57752100.0,57752100.0
426,2018-06-26,ADA-USD,0.1260990053415298,32927500.0,32927500.0,32927500.0,32927500.0,32927500.0
427,2018-06-27,ADA-USD,0.1274439990520477,37072400.0,37072400.0,37072400.0,37072400.0,37072400.0
428,2018-06-28,ADA-USD,0.1193199977278709,42250100.0,42250100.0,42250100.0,42250100.0,42250100.0
429,2018-06-29,ADA-USD,0.1257199943065643,65802200.0,65802200.0,65802200.0,65802200.0,65802200.0
430,2018-06-30,ADA-USD,0.1376709938049316,104599000.0,104599000.0,104599000.0,104599000.0,104599000.0
431,2018-07-01,ADA-USD,0.142207995057106,108733000.0,108733000.0,108733000.0,108733000.0,108733000.0
432,2018-07-02,ADA-USD,0.158278003334999,161860000.0,161860000.0,161860000.0,161860000.0,161860000.0
433,2018-07-03,ADA-USD,0.1506550014019012,108280000.0,108280000.0,108280000.0,108280000.0,108280000.0
434,2018-07-04,ADA-USD,0.1509599983692169,86594896.0,86594896.0,86594896.0,86594896.0,86594896.0
435,2018-07-05,ADA-USD,0.1489209979772567,73881296.0,73881296.0,73881296.0,73881296.0,73881296.0
436,2018-07-06,ADA-USD,0.1460839956998825,69138800.0,69138800.0,69138800.0,69138800.0,69138800.0
437,2018-07-07,ADA-USD,0.1503729969263076,47965500.0,47965500.0,47965500.0,47965500.0,47965500.0
438,2018-07-08,ADA-USD,0.1453890055418014,48142400.0,48142400.0,48142400.0,48142400.0,48142400.0
439,2018-07-09,ADA-USD,0.1399710029363632,42768500.0,42768500.0,42768500.0,42768500.0,42768500.0
440,2018-07-10,ADA-USD,0.1287920027971267,62318800.0,62318800.0,62318800.0,62318800.0,62318800.0
441,2018-07-11,ADA-USD,0.1314830034971237,50179700.0,50179700.0,50179700.0,50179700.0,50179700.0
442,2018-07-12,ADA-USD,0.1271809935569763,37623900.0,37623900.0,37623900.0,37623900.0,37623900.0
443,2018-07-13,ADA-USD,0.1378870010375976,92778496.0,92778496.0,92778496.0,92778496.0,92778496.0
444,2018-07-14,ADA-USD,0.1370919942855835,55022100.0,55022100.0,55022100.0,55022100.0,55022100.0
445,2018-07-15,ADA-USD,0.1422619968652725,50143900.0,50143900.0,50143900.0,50143900.0,50143900.0
446,2018-07-16,ADA-USD,0.1561180055141449,90578096.0,90578096.0,90578096.0,90578096.0,90578096.0
447,2018-07-17,ADA-USD,0.170864999294281,133441000.0,133441000.0,133441000.0,133441000.0,133441000.0
448,2018-07-18,ADA-USD,0.1793780028820037,323366016.0,323366016.0,323366016.0,323366016.0,323366016.0
449,2018-07-19,ADA-USD,0.180868998169899,216980992.0,216980992.0,216980992.0,216980992.0,216980992.0
450,2018-07-20,ADA-USD,0.1621749997138977,215667008.0,215667008.0,215667008.0,215667008.0,215667008.0
451,2018-07-21,ADA-USD,0.1636369973421096,125996000.0,125996000.0,125996000.0,125996000.0,125996000.0
452,2018-07-22,ADA-USD,0.1702769994735717,139332992.0,139332992.0,139332992.0,139332992.0,139332992.0
453,2018-07-23,ADA-USD,0.1640280038118362,147071008.0,147071008.0,147071008.0,147071008.0,147071008.0
454,2018-07-24,ADA-USD,0.1731719970703125,191390000.0,191390000.0,191390000.0,191390000.0,191390000.0
455,2018-07-25,ADA-USD,0.1727309972047805,123649000.0,123649000.0,123649000.0,123649000.0,123649000.0
456,2018-07-26,ADA-USD,0.1647650003433227,84282200.0,84282200.0,84282200.0,84282200.0,84282200.0
457,2018-07-27,ADA-USD,0.1655399948358535,103693000.0,103693000.0,103693000.0,103693000.0,103693000.0
458,2018-07-28,ADA-USD,0.1633799970149994,51592200.0,51592200.0,51592200.0,51592200.0,51592200.0
459,2018-07-29,ADA-USD,0.1633130013942718,47319500.0,47319500.0,47319500.0,47319500.0,47319500.0
460,2018-07-30,ADA-USD,0.1540870070457458,69612600.0,69612600.0,69612600.0,69612600.0,69612600.0
461,2018-07-31,ADA-USD,0.1432970017194748,93183800.0,93183800.0,93183800.0,93183800.0,93183800.0
462,2018-08-01,ADA-USD,0.1409009993076324,79987900.0,79987900.0,79987900.0,79987900.0,79987900.0
463,2018-08-02,ADA-USD,0.1319410055875778,68531400.0,68531400.0,68531400.0,68531400.0,68531400.0
464,2018-08-03,ADA-USD,0.1302549988031387,77768900.0,77768900.0,77768900.0,77768900.0,77768900.0
465,2018-08-04,ADA-USD,0.1275469958782196,54577300.0,54577300.0,54577300.0,54577300.0,54577300.0
466,2018-08-05,ADA-USD,0.1317210048437118,43901500.0,43901500.0,43901500.0,43901500.0,43901500.0
467,2018-08-06,ADA-USD,0.1305530071258545,57534800.0,57534800.0,57534800.0,57534800.0,57534800.0
468,2018-08-07,ADA-USD,0.1253779977560043,57321700.0,57321700.0,57321700.0,57321700.0,57321700.0
469,2018-08-08,ADA-USD,0.1137520000338554,82209700.0,82209700.0,82209700.0,82209700.0,82209700.0
470,2018-08-09,ADA-USD,0.1235070005059242,93016600.0,93016600.0,93016600.0,93016600.0,93016600.0
471,2018-08-10,ADA-USD,0.1163550019264221,71125700.0,71125700.0,71125700.0,71125700.0,71125700.0
472,2018-08-11,ADA-USD,0.1124389991164207,65816400.0,65816400.0,65816400.0,65816400.0,65816400.0
473,2018-08-12,ADA-USD,0.1129700019955635,35031500.0,35031500.0,35031500.0,35031500.0,35031500.0
474,2018-08-13,ADA-USD,0.1029099971055984,56974900.0,56974900.0,56974900.0,56974900.0,56974900.0
475,2018-08-14,ADA-USD,0.0946620032191276,111693000.0,111693000.0,111693000.0,111693000.0,111693000.0
476,2018-08-15,ADA-USD,0.0950400009751319,91346700.0,91346700.0,91346700.0,91346700.0,91346700.0
477,2018-08-16,ADA-USD,0.095330998301506,50188900.0,50188900.0,50188900.0,50188900.0,50188900.0
478,2018-08-17,ADA-USD,0.10988699644804,103569000.0,103569000.0,103569000.0,103569000.0,103569000.0
479,2018-08-18,ADA-USD,0.0997850000858306,101454000.0,101454000.0,101454000.0,101454000.0,101454000.0
480,2018-08-19,ADA-USD,0.1024369969964027,51106900.0,51106900.0,51106900.0,51106900.0,51106900.0
481,2018-08-20,ADA-USD,0.0937639996409416,53939600.0,53939600.0,53939600.0,53939600.0,53939600.0
482,2018-08-21,ADA-USD,0.0950030013918876,49545100.0,49545100.0,49545100.0,49545100.0,49545100.0
483,2018-08-22,ADA-USD,0.0901490002870559,64566000.0,64566000.0,64566000.0,64566000.0,64566000.0
484,2018-08-23,ADA-USD,0.0924530029296875,37397400.0,37397400.0,37397400.0,37397400.0,37397400.0
485,2018-08-24,ADA-USD,0.0940769985318183,35302400.0,35302400.0,35302400.0,35302400.0,35302400.0
486,2018-08-25,ADA-USD,0.0942820012569427,30674700.0,30674700.0,30674700.0,30674700.0,30674700.0
487,2018-08-26,ADA-USD,0.0933379977941513,26907400.0,26907400.0,26907400.0,26907400.0,26907400.0
488,2018-08-27,ADA-USD,0.1002639979124069,55515600.0,55515600.0,55515600.0,55515600.0,55515600.0
489,2018-08-28,ADA-USD,0.1054800003767013,79059500.0,79059500.0,79059500.0,79059500.0,79059500.0
490,2018-08-29,ADA-USD,0.1054690033197403,83582300.0,83582300.0,83582300.0,83582300.0,83582300.0
491,2018-08-30,ADA-USD,0.1005600020289421,64807500.0,64807500.0,64807500.0,64807500.0,64807500.0
492,2018-08-31,ADA-USD,0.1021960005164146,42250400.0,42250400.0,42250400.0,42250400.0,42250400.0
493,2018-09-01,ADA-USD,0.1068269982933998,70208900.0,70208900.0,70208900.0,70208900.0,70208900.0
494,2018-09-02,ADA-USD,0.104432001709938,58391900.0,58391900.0,58391900.0,58391900.0,58391900.0
495,2018-09-03,ADA-USD,0.1036069989204406,53687200.0,53687200.0,53687200.0,53687200.0,53687200.0
496,2018-09-04,ADA-USD,0.1052649989724159,54317400.0,54317400.0,54317400.0,54317400.0,54317400.0
497,2018-09-05,ADA-USD,0.0875689983367919,98708900.0,98708900.0,98708900.0,98708900.0,98708900.0
498,2018-09-06,ADA-USD,0.0886659994721412,73239200.0,73239200.0,73239200.0,73239200.0,73239200.0
499,2018-09-07,ADA-USD,0.0839829966425895,41868100.0,41868100.0,41868100.0,41868100.0,41868100.0
500,2018-09-08,ADA-USD,0.0782350003719329,35208700.0,35208700.0,35208700.0,35208700.0,35208700.0
501,2018-09-09,ADA-USD,0.0766429975628852,47870100.0,47870100.0,47870100.0,47870100.0,47870100.0
502,2018-09-10,ADA-USD,0.0735080018639564,44682000.0,44682000.0,44682000.0,44682000.0,44682000.0
503,2018-09-11,ADA-USD,0.0705130025744438,47614500.0,47614500.0,47614500.0,47614500.0,47614500.0
504,2018-09-12,ADA-USD,0.0667449980974197,91272400.0,91272400.0,91272400.0,91272400.0,91272400.0
505,2018-09-13,ADA-USD,0.0698290020227432,86011700.0,86011700.0,86011700.0,86011700.0,86011700.0
506,2018-09-14,ADA-USD,0.0682480037212371,62256800.0,62256800.0,62256800.0,62256800.0,62256800.0
507,2018-09-15,ADA-USD,0.0693219974637031,34842300.0,34842300.0,34842300.0,34842300.0,34842300.0
508,2018-09-16,ADA-USD,0.0699630007147789,32643600.0,32643600.0,32643600.0,32643600.0,32643600.0
509,2018-09-17,ADA-USD,0.0638990029692649,48609600.0,48609600.0,48609600.0,48609600.0,48609600.0
510,2018-09-18,ADA-USD,0.0694300010800361,67159000.0,67159000.0,67159000.0,67159000.0,67159000.0
511,2018-09-19,ADA-USD,0.0723500028252601,96071300.0,96071300.0,96071300.0,96071300.0,96071300.0
512,2018-09-20,ADA-USD,0.0814929977059364,103788000.0,103788000.0,103788000.0,103788000.0,103788000.0
513,2018-09-21,ADA-USD,0.0876059979200363,212274000.0,212274000.0,212274000.0,212274000.0,212274000.0
514,2018-09-22,ADA-USD,0.0831929966807365,82526800.0,82526800.0,82526800.0,82526800.0,82526800.0
515,2018-09-23,ADA-USD,0.0897540003061294,149996000.0,149996000.0,149996000.0,149996000.0,149996000.0
516,2018-09-24,ADA-USD,0.0827540010213851,89522100.0,89522100.0,89522100.0,89522100.0,89522100.0
517,2018-09-25,ADA-USD,0.0810279995203018,87535200.0,87535200.0,87535200.0,87535200.0,87535200.0
518,2018-09-26,ADA-USD,0.079475998878479,64321400.0,64321400.0,64321400.0,64321400.0,64321400.0
519,2018-09-27,ADA-USD,0.0860010012984275,101911000.0,101911000.0,101911000.0,101911000.0,101911000.0
520,2018-09-28,ADA-USD,0.0840319991111755,89113600.0,89113600.0,89113600.0,89113600.0,89113600.0
521,2018-09-29,ADA-USD,0.0846059992909431,55854000.0,55854000.0,55854000.0,55854000.0,55854000.0
522,2018-09-30,ADA-USD,0.0851949974894523,49853100.0,49853100.0,49853100.0,49853100.0,49853100.0
523,2018-10-01,ADA-USD,0.0844689980149269,42076400.0,42076400.0,42076400.0,42076400.0,42076400.0
524,2018-10-02,ADA-USD,0.0825249999761581,34775200.0,34775200.0,34775200.0,34775200.0,34775200.0
525,2018-10-03,ADA-USD,0.0807889997959137,38063700.0,38063700.0,38063700.0,38063700.0,38063700.0
526,2018-10-04,ADA-USD,0.0813039988279342,31665100.0,31665100.0,31665100.0,31665100.0,31665100.0
527,2018-10-05,ADA-USD,0.0829909965395927,31160900.0,31160900.0,31160900.0,31160900.0,31160900.0
528,2018-10-06,ADA-USD,0.0813030004501342,26277600.0,26277600.0,26277600.0,26277600.0,26277600.0
529,2018-10-07,ADA-USD,0.084657996892929,34848400.0,34848400.0,34848400.0,34848400.0,34848400.0
530,2018-10-08,ADA-USD,0.0866070017218589,62079800.0,62079800.0,62079800.0,62079800.0,62079800.0
531,2018-10-09,ADA-USD,0.0863569974899292,38710200.0,38710200.0,38710200.0,38710200.0,38710200.0
532,2018-10-10,ADA-USD,0.0846790000796318,35888200.0,35888200.0,35888200.0,35888200.0,35888200.0
533,2018-10-11,ADA-USD,0.0709389969706535,72659700.0,72659700.0,72659700.0,72659700.0,72659700.0
534,2018-10-12,ADA-USD,0.0732140019536018,40979000.0,40979000.0,40979000.0,40979000.0,40979000.0
535,2018-10-13,ADA-USD,0.0731030032038688,23571900.0,23571900.0,23571900.0,23571900.0,23571900.0
536,2018-10-14,ADA-USD,0.0712929964065551,26250600.0,26250600.0,26250600.0,26250600.0,26250600.0
537,2018-10-15,ADA-USD,0.0747890025377273,71953000.0,71953000.0,71953000.0,71953000.0,71953000.0
538,2018-10-16,ADA-USD,0.0758140012621879,26555800.0,26555800.0,26555800.0,26555800.0,26555800.0
539,2018-10-17,ADA-USD,0.0774080008268356,36907800.0,36907800.0,36907800.0,36907800.0,36907800.0
540,2018-10-18,ADA-USD,0.0751309990882873,28634400.0,28634400.0,28634400.0,28634400.0,28634400.0
541,2018-10-19,ADA-USD,0.0758360028266906,18153800.0,18153800.0,18153800.0,18153800.0,18153800.0
542,2018-10-20,ADA-USD,0.0763420015573501,20363900.0,20363900.0,20363900.0,20363900.0,20363900.0
543,2018-10-21,ADA-USD,0.075873002409935,17620200.0,17620200.0,17620200.0,17620200.0,17620200.0
544,2018-10-22,ADA-USD,0.0757760033011436,16871700.0,16871700.0,16871700.0,16871700.0,16871700.0
545,2018-10-23,ADA-USD,0.0747430026531219,20710600.0,20710600.0,20710600.0,20710600.0,20710600.0
546,2018-10-24,ADA-USD,0.0743210017681121,14151400.0,14151400.0,14151400.0,14151400.0,14151400.0
547,2018-10-25,ADA-USD,0.0738589987158775,12567300.0,12567300.0,12567300.0,12567300.0,12567300.0
548,2018-10-26,ADA-USD,0.0737129971385002,13464800.0,13464800.0,13464800.0,13464800.0,13464800.0
549,2018-10-27,ADA-USD,0.0728859975934028,10316000.0,10316000.0,10316000.0,10316000.0,10316000.0
550,2018-10-28,ADA-USD,0.0731659978628158,11226100.0,11226100.0,11226100.0,11226100.0,11226100.0
551,2018-10-29,ADA-USD,0.0696270018815994,21315700.0,21315700.0,21315700.0,21315700.0,21315700.0
552,2018-10-30,ADA-USD,0.0696469992399215,11418800.0,11418800.0,11418800.0,11418800.0,11418800.0
553,2018-10-31,ADA-USD,0.0697050020098686,16366000.0,16366000.0,16366000.0,16366000.0,16366000.0
554,2018-11-01,ADA-USD,0.0708670020103454,11256600.0,11256600.0,11256600.0,11256600.0,11256600.0
555,2018-11-02,ADA-USD,0.0725840032100677,18823400.0,18823400.0,18823400.0,18823400.0,18823400.0
556,2018-11-03,ADA-USD,0.0714790001511573,14948900.0,14948900.0,14948900.0,14948900.0,14948900.0
557,2018-11-04,ADA-USD,0.0762289986014366,52924200.0,52924200.0,52924200.0,52924200.0,52924200.0
558,2018-11-05,ADA-USD,0.0761480033397674,34358100.0,34358100.0,34358100.0,34358100.0,34358100.0
559,2018-11-06,ADA-USD,0.0809520035982132,49473200.0,49473200.0,49473200.0,49473200.0,49473200.0
560,2018-11-07,ADA-USD,0.0785439983010292,36852900.0,36852900.0,36852900.0,36852900.0,36852900.0
561,2018-11-08,ADA-USD,0.076493002474308,32149600.0,32149600.0,32149600.0,32149600.0,32149600.0
562,2018-11-09,ADA-USD,0.0742259994149208,23756800.0,23756800.0,23756800.0,23756800.0,23756800.0
563,2018-11-10,ADA-USD,0.0752210021018982,15012100.0,15012100.0,15012100.0,15012100.0,15012100.0
564,2018-11-11,ADA-USD,0.0764809995889663,23663500.0,23663500.0,23663500.0,23663500.0,23663500.0
565,2018-11-12,ADA-USD,0.0760010033845901,20975100.0,20975100.0,20975100.0,20975100.0,20975100.0
566,2018-11-13,ADA-USD,0.0736029967665672,20329300.0,20329300.0,20329300.0,20329300.0,20329300.0
567,2018-11-14,ADA-USD,0.0648240000009536,54964400.0,54964400.0,54964400.0,54964400.0,54964400.0
568,2018-11-15,ADA-USD,0.0635429993271827,60267800.0,60267800.0,60267800.0,60267800.0,60267800.0
569,2018-11-16,ADA-USD,0.0611510016024112,27544700.0,27544700.0,27544700.0,27544700.0,27544700.0
570,2018-11-17,ADA-USD,0.060674998909235,17926300.0,17926300.0,17926300.0,17926300.0,17926300.0
571,2018-11-18,ADA-USD,0.0619160011410713,16669400.0,16669400.0,16669400.0,16669400.0,16669400.0
572,2018-11-19,ADA-USD,0.052581999450922,53737000.0,53737000.0,53737000.0,53737000.0,53737000.0
573,2018-11-20,ADA-USD,0.0447769984602928,65556800.0,65556800.0,65556800.0,65556800.0,65556800.0
574,2018-11-21,ADA-USD,0.0477799996733665,33938000.0,33938000.0,33938000.0,33938000.0,33938000.0
575,2018-11-22,ADA-USD,0.0442549996078014,18689900.0,18689900.0,18689900.0,18689900.0,18689900.0
576,2018-11-23,ADA-USD,0.0434119999408721,24258500.0,24258500.0,24258500.0,24258500.0,24258500.0
577,2018-11-24,ADA-USD,0.0384580008685588,25740400.0,25740400.0,25740400.0,25740400.0,25740400.0
578,2018-11-25,ADA-USD,0.0377250015735626,40704000.0,40704000.0,40704000.0,40704000.0,40704000.0
579,2018-11-26,ADA-USD,0.0358060002326965,31641100.0,31641100.0,31641100.0,31641100.0,31641100.0
580,2018-11-27,ADA-USD,0.0364609993994236,17966300.0,17966300.0,17966300.0,17966300.0,17966300.0
581,2018-11-28,ADA-USD,0.0420209988951683,47624500.0,47624500.0,47624500.0,47624500.0,47624500.0
582,2018-11-29,ADA-USD,0.0418660007417202,39544072.0,39544072.0,39544072.0,39544072.0,39544072.0
583,2018-11-30,ADA-USD,0.0389159992337226,28861639.0,28861639.0,28861639.0,28861639.0,28861639.0
584,2018-12-01,ADA-USD,0.0414679981768131,19314340.0,19314340.0,19314340.0,19314340.0,19314340.0
585,2018-12-02,ADA-USD,0.0416719987988472,23206023.0,23206023.0,23206023.0,23206023.0,23206023.0
586,2018-12-03,ADA-USD,0.038671001791954,21282053.0,21282053.0,21282053.0,21282053.0,21282053.0
587,2018-12-04,ADA-USD,0.0376989990472793,23563420.0,23563420.0,23563420.0,23563420.0,23563420.0
588,2018-12-05,ADA-USD,0.0342510007321834,26250706.0,26250706.0,26250706.0,26250706.0,26250706.0
589,2018-12-06,ADA-USD,0.0307979993522167,27195357.0,27195357.0,27195357.0,27195357.0,27195357.0
590,2018-12-07,ADA-USD,0.0298640001565217,31750703.0,31750703.0,31750703.0,31750703.0,31750703.0
591,2018-12-08,ADA-USD,0.0306780003011226,19987029.0,19987029.0,19987029.0,19987029.0,19987029.0
592,2018-12-09,ADA-USD,0.0316930003464221,16588924.0,16588924.0,16588924.0,16588924.0,16588924.0
593,2018-12-10,ADA-USD,0.0302029997110366,12553718.0,12553718.0,12553718.0,12553718.0,12553718.0
594,2018-12-11,ADA-USD,0.0295509994029998,10444631.0,10444631.0,10444631.0,10444631.0,10444631.0
