,Date,Cryptocurrency,adj_close,close,high,low,open,volume
8483,2020-07-18,BTC-USD,9159.0400390625,12252601475.0,12252601475.0,12252601475.0,12252601475.0,12252601475.0
8484,2020-07-19,BTC-USD,9185.8173828125,12939002784.0,12939002784.0,12939002784.0,12939002784.0,12939002784.0
8485,2020-07-20,BTC-USD,9164.2314453125,13755604146.0,13755604146.0,13755604146.0,13755604146.0,13755604146.0
8486,2020-07-21,BTC-USD,9374.8876953125,18069581956.0,18069581956.0,18069581956.0,18069581956.0,18069581956.0
8487,2020-07-22,BTC-USD,9525.36328125,16532254884.0,16532254884.0,16532254884.0,16532254884.0,16532254884.0
8488,2020-07-23,BTC-USD,9581.072265625,18146399002.0,18146399002.0,18146399002.0,18146399002.0,18146399002.0
8489,2020-07-24,BTC-USD,9536.892578125,16552768325.0,16552768325.0,16552768325.0,16552768325.0,16552768325.0
8490,2020-07-25,BTC-USD,9677.11328125,16610070933.0,16610070933.0,16610070933.0,16610070933.0,16610070933.0
8491,2020-07-26,BTC-USD,9905.1669921875,20507998997.0,20507998997.0,20507998997.0,20507998997.0,20507998997.0
8492,2020-07-27,BTC-USD,10990.873046875,35359749590.0,35359749590.0,35359749590.0,35359749590.0,35359749590.0
8493,2020-07-28,BTC-USD,10912.8232421875,28766551142.0,28766551142.0,28766551142.0,28766551142.0,28766551142.0
8494,2020-07-29,BTC-USD,11100.4677734375,24617249715.0,24617249715.0,24617249715.0,24617249715.0,24617249715.0
8495,2020-07-30,BTC-USD,11111.2138671875,22857247901.0,22857247901.0,22857247901.0,22857247901.0,22857247901.0
8496,2020-07-31,BTC-USD,11323.466796875,23160469766.0,23160469766.0,23160469766.0,23160469766.0,23160469766.0
8497,2020-08-01,BTC-USD,11759.5927734375,26075670303.0,26075670303.0,26075670303.0,26075670303.0,26075670303.0
8498,2020-08-02,BTC-USD,11053.6142578125,27410067336.0,27410067336.0,27410067336.0,27410067336.0,27410067336.0
8499,2020-08-03,BTC-USD,11246.3486328125,20271713443.0,20271713443.0,20271713443.0,20271713443.0,20271713443.0
8500,2020-08-04,BTC-USD,11205.892578125,21250197042.0,21250197042.0,21250197042.0,21250197042.0,21250197042.0
8501,2020-08-05,BTC-USD,11747.0224609375,24411254471.0,24411254471.0,24411254471.0,24411254471.0,24411254471.0
8502,2020-08-06,BTC-USD,11779.7734375,23400740340.0,23400740340.0,23400740340.0,23400740340.0,23400740340.0
8503,2020-08-07,BTC-USD,11601.47265625,23132312867.0,23132312867.0,23132312867.0,23132312867.0,23132312867.0
8504,2020-08-08,BTC-USD,11754.0458984375,17572057837.0,17572057837.0,17572057837.0,17572057837.0,17572057837.0
8505,2020-08-09,BTC-USD,11675.7392578125,17489608833.0,17489608833.0,17489608833.0,17489608833.0,17489608833.0
8506,2020-08-10,BTC-USD,11878.111328125,26114112569.0,26114112569.0,26114112569.0,26114112569.0,26114112569.0
8507,2020-08-11,BTC-USD,11410.525390625,27039782640.0,27039782640.0,27039782640.0,27039782640.0,27039782640.0
8508,2020-08-12,BTC-USD,11584.9345703125,25064548486.0,25064548486.0,25064548486.0,25064548486.0,25064548486.0
8509,2020-08-13,BTC-USD,11784.1376953125,27522199497.0,27522199497.0,27522199497.0,27522199497.0,27522199497.0
8510,2020-08-14,BTC-USD,11768.87109375,24237958589.0,24237958589.0,24237958589.0,24237958589.0,24237958589.0
8511,2020-08-15,BTC-USD,11865.6982421875,23354924400.0,23354924400.0,23354924400.0,23354924400.0,23354924400.0
8512,2020-08-16,BTC-USD,11892.8037109375,20583375490.0,20583375490.0,20583375490.0,20583375490.0,20583375490.0
8513,2020-08-17,BTC-USD,12254.40234375,28227687027.0,28227687027.0,28227687027.0,28227687027.0,28227687027.0
8514,2020-08-18,BTC-USD,11991.2333984375,26043227672.0,26043227672.0,26043227672.0,26043227672.0,26043227672.0
8515,2020-08-19,BTC-USD,11758.283203125,24502851117.0,24502851117.0,24502851117.0,24502851117.0,24502851117.0
8516,2020-08-20,BTC-USD,11878.3720703125,20175242945.0,20175242945.0,20175242945.0,20175242945.0,20175242945.0
8517,2020-08-21,BTC-USD,11592.4892578125,23762425999.0,23762425999.0,23762425999.0,23762425999.0,23762425999.0
8518,2020-08-22,BTC-USD,11681.8251953125,20224191306.0,20224191306.0,20224191306.0,20224191306.0,20224191306.0
8519,2020-08-23,BTC-USD,11664.84765625,18482062658.0,18482062658.0,18482062658.0,18482062658.0,18482062658.0
8520,2020-08-24,BTC-USD,11774.595703125,20681511755.0,20681511755.0,20681511755.0,20681511755.0,20681511755.0
8521,2020-08-25,BTC-USD,11366.134765625,26301509932.0,26301509932.0,26301509932.0,26301509932.0,26301509932.0
8522,2020-08-26,BTC-USD,11488.36328125,22466660958.0,22466660958.0,22466660958.0,22466660958.0,22466660958.0
8523,2020-08-27,BTC-USD,11323.3974609375,23240415076.0,23240415076.0,23240415076.0,23240415076.0,23240415076.0
8524,2020-08-28,BTC-USD,11542.5,19807127588.0,19807127588.0,19807127588.0,19807127588.0,19807127588.0
8525,2020-08-29,BTC-USD,11506.865234375,17485597759.0,17485597759.0,17485597759.0,17485597759.0,17485597759.0
8526,2020-08-30,BTC-USD,11711.505859375,19760127945.0,19760127945.0,19760127945.0,19760127945.0,19760127945.0
8527,2020-08-31,BTC-USD,11680.8203125,22285928250.0,22285928250.0,22285928250.0,22285928250.0,22285928250.0
8528,2020-09-01,BTC-USD,11970.478515625,27311555343.0,27311555343.0,27311555343.0,27311555343.0,27311555343.0
8529,2020-09-02,BTC-USD,11414.0341796875,28037405299.0,28037405299.0,28037405299.0,28037405299.0,28037405299.0
8530,2020-09-03,BTC-USD,10245.296875,31927261555.0,31927261555.0,31927261555.0,31927261555.0,31927261555.0
8531,2020-09-04,BTC-USD,10511.8134765625,29965130374.0,29965130374.0,29965130374.0,29965130374.0,29965130374.0
8532,2020-09-05,BTC-USD,10169.5673828125,44916565292.0,44916565292.0,44916565292.0,44916565292.0,44916565292.0
8533,2020-09-06,BTC-USD,10280.3515625,37071460174.0,37071460174.0,37071460174.0,37071460174.0,37071460174.0
8534,2020-09-07,BTC-USD,10369.5634765625,33703098409.0,33703098409.0,33703098409.0,33703098409.0,33703098409.0
8535,2020-09-08,BTC-USD,10131.5166015625,33430927462.0,33430927462.0,33430927462.0,33430927462.0,33430927462.0
8536,2020-09-09,BTC-USD,10242.34765625,24128292755.0,24128292755.0,24128292755.0,24128292755.0,24128292755.0
8537,2020-09-10,BTC-USD,10363.138671875,54406443211.0,54406443211.0,54406443211.0,54406443211.0,54406443211.0
8538,2020-09-11,BTC-USD,10400.9150390625,45201121775.0,45201121775.0,45201121775.0,45201121775.0,45201121775.0
8539,2020-09-12,BTC-USD,10442.1708984375,36750077324.0,36750077324.0,36750077324.0,36750077324.0,36750077324.0
8540,2020-09-13,BTC-USD,10323.755859375,36506852789.0,36506852789.0,36506852789.0,36506852789.0,36506852789.0
8541,2020-09-14,BTC-USD,10680.837890625,35453581940.0,35453581940.0,35453581940.0,35453581940.0,35453581940.0
8542,2020-09-15,BTC-USD,10796.951171875,32509451925.0,32509451925.0,32509451925.0,32509451925.0,32509451925.0
8543,2020-09-16,BTC-USD,10974.9052734375,30769986455.0,30769986455.0,30769986455.0,30769986455.0,30769986455.0
8544,2020-09-17,BTC-USD,10948.990234375,38151810523.0,38151810523.0,38151810523.0,38151810523.0,38151810523.0
8545,2020-09-18,BTC-USD,10944.5859375,26341903912.0,26341903912.0,26341903912.0,26341903912.0,26341903912.0
8546,2020-09-19,BTC-USD,11094.3466796875,22764204008.0,22764204008.0,22764204008.0,22764204008.0,22764204008.0
8547,2020-09-20,BTC-USD,10938.271484375,24699523788.0,24699523788.0,24699523788.0,24699523788.0,24699523788.0
8548,2020-09-21,BTC-USD,10462.259765625,28884999244.0,28884999244.0,28884999244.0,28884999244.0,28884999244.0
8549,2020-09-22,BTC-USD,10538.4599609375,23621787804.0,23621787804.0,23621787804.0,23621787804.0,23621787804.0
8550,2020-09-23,BTC-USD,10246.1865234375,23788661867.0,23788661867.0,23788661867.0,23788661867.0,23788661867.0
8551,2020-09-24,BTC-USD,10760.06640625,47144380902.0,47144380902.0,47144380902.0,47144380902.0,47144380902.0
8552,2020-09-25,BTC-USD,10692.716796875,39348590957.0,39348590957.0,39348590957.0,39348590957.0,39348590957.0
8553,2020-09-26,BTC-USD,10750.7236328125,46852525493.0,46852525493.0,46852525493.0,46852525493.0,46852525493.0
8554,2020-09-27,BTC-USD,10775.26953125,53745972818.0,53745972818.0,53745972818.0,53745972818.0,53745972818.0
8555,2020-09-28,BTC-USD,10709.65234375,47762394731.0,47762394731.0,47762394731.0,47762394731.0,47762394731.0
8556,2020-09-29,BTC-USD,10844.640625,46582396602.0,46582396602.0,46582396602.0,46582396602.0,46582396602.0
8557,2020-09-30,BTC-USD,10784.4912109375,44171073700.0,44171073700.0,44171073700.0,44171073700.0,44171073700.0
8558,2020-10-01,BTC-USD,10619.4521484375,40023134100.0,40023134100.0,40023134100.0,40023134100.0,40023134100.0
8559,2020-10-02,BTC-USD,10575.974609375,48661453918.0,48661453918.0,48661453918.0,48661453918.0,48661453918.0
8560,2020-10-03,BTC-USD,10549.3291015625,44660271563.0,44660271563.0,44660271563.0,44660271563.0,44660271563.0
8561,2020-10-04,BTC-USD,10669.5830078125,71251776995.0,71251776995.0,71251776995.0,71251776995.0,71251776995.0
8562,2020-10-05,BTC-USD,10793.33984375,47537578009.0,47537578009.0,47537578009.0,47537578009.0,47537578009.0
8563,2020-10-06,BTC-USD,10604.40625,42623695307.0,42623695307.0,42623695307.0,42623695307.0,42623695307.0
8564,2020-10-07,BTC-USD,10668.96875,37799458436.0,37799458436.0,37799458436.0,37799458436.0,37799458436.0
8565,2020-10-08,BTC-USD,10915.685546875,63314794397.0,63314794397.0,63314794397.0,63314794397.0,63314794397.0
8566,2020-10-09,BTC-USD,11064.4580078125,22799117613.0,22799117613.0,22799117613.0,22799117613.0,22799117613.0
8567,2020-10-10,BTC-USD,11296.361328125,22877978588.0,22877978588.0,22877978588.0,22877978588.0,22877978588.0
8568,2020-10-11,BTC-USD,11384.181640625,19968627060.0,19968627060.0,19968627060.0,19968627060.0,19968627060.0
8569,2020-10-12,BTC-USD,11555.36328125,26163972642.0,26163972642.0,26163972642.0,26163972642.0,26163972642.0
8570,2020-10-13,BTC-USD,11425.8994140625,24241420251.0,24241420251.0,24241420251.0,24241420251.0,24241420251.0
8571,2020-10-14,BTC-USD,11429.5068359375,24103426719.0,24103426719.0,24103426719.0,24103426719.0,24103426719.0
8572,2020-10-15,BTC-USD,11495.349609375,24487233058.0,24487233058.0,24487233058.0,24487233058.0,24487233058.0
8573,2020-10-16,BTC-USD,11322.123046875,25635480772.0,25635480772.0,25635480772.0,25635480772.0,25635480772.0
8574,2020-10-17,BTC-USD,11358.1015625,19130430174.0,19130430174.0,19130430174.0,19130430174.0,19130430174.0
8575,2020-10-18,BTC-USD,11483.359375,18283314340.0,18283314340.0,18283314340.0,18283314340.0,18283314340.0
8576,2020-10-19,BTC-USD,11742.037109375,23860769928.0,23860769928.0,23860769928.0,23860769928.0,23860769928.0
8577,2020-10-20,BTC-USD,11916.3349609375,30915821592.0,30915821592.0,30915821592.0,30915821592.0,30915821592.0
8578,2020-10-21,BTC-USD,12823.689453125,43414712626.0,43414712626.0,43414712626.0,43414712626.0,43414712626.0
8579,2020-10-22,BTC-USD,12965.8916015625,34729759598.0,34729759598.0,34729759598.0,34729759598.0,34729759598.0
8580,2020-10-23,BTC-USD,12931.5390625,28974975003.0,28974975003.0,28974975003.0,28974975003.0,28974975003.0
8581,2020-10-24,BTC-USD,13108.0625,24542317940.0,24542317940.0,24542317940.0,24542317940.0,24542317940.0
8582,2020-10-25,BTC-USD,13031.173828125,24406920575.0,24406920575.0,24406920575.0,24406920575.0,24406920575.0
8583,2020-10-26,BTC-USD,13075.248046875,29461458313.0,29461458313.0,29461458313.0,29461458313.0,29461458313.0
8584,2020-10-27,BTC-USD,13654.21875,33749878156.0,33749878156.0,33749878156.0,33749878156.0,33749878156.0
8585,2020-10-28,BTC-USD,13271.28515625,35867318895.0,35867318895.0,35867318895.0,35867318895.0,35867318895.0
8586,2020-10-29,BTC-USD,13437.8828125,56499499598.0,56499499598.0,56499499598.0,56499499598.0,56499499598.0
8587,2020-10-30,BTC-USD,13546.5224609375,30581485201.0,30581485201.0,30581485201.0,30581485201.0,30581485201.0
8588,2020-10-31,BTC-USD,13780.9951171875,30306464719.0,30306464719.0,30306464719.0,30306464719.0,30306464719.0
8589,2020-11-01,BTC-USD,13737.109375,24453857900.0,24453857900.0,24453857900.0,24453857900.0,24453857900.0
8590,2020-11-02,BTC-USD,13550.4892578125,30771455468.0,30771455468.0,30771455468.0,30771455468.0,30771455468.0
8591,2020-11-03,BTC-USD,13950.30078125,29869951617.0,29869951617.0,29869951617.0,29869951617.0,29869951617.0
8592,2020-11-04,BTC-USD,14133.70703125,35116364962.0,35116364962.0,35116364962.0,35116364962.0,35116364962.0
8593,2020-11-05,BTC-USD,15579.8486328125,40856321439.0,40856321439.0,40856321439.0,40856321439.0,40856321439.0
8594,2020-11-06,BTC-USD,15565.880859375,39837841971.0,39837841971.0,39837841971.0,39837841971.0,39837841971.0
8595,2020-11-07,BTC-USD,14833.75390625,35024953706.0,35024953706.0,35024953706.0,35024953706.0,35024953706.0
8596,2020-11-08,BTC-USD,15479.5673828125,26632075029.0,26632075029.0,26632075029.0,26632075029.0,26632075029.0
8597,2020-11-09,BTC-USD,15332.3154296875,34149115566.0,34149115566.0,34149115566.0,34149115566.0,34149115566.0
8598,2020-11-10,BTC-USD,15290.90234375,25574938143.0,25574938143.0,25574938143.0,25574938143.0,25574938143.0
8599,2020-11-11,BTC-USD,15701.33984375,29772374934.0,29772374934.0,29772374934.0,29772374934.0,29772374934.0
8600,2020-11-12,BTC-USD,16276.34375,34175758344.0,34175758344.0,34175758344.0,34175758344.0,34175758344.0
8601,2020-11-13,BTC-USD,16317.80859375,31599492172.0,31599492172.0,31599492172.0,31599492172.0,31599492172.0
8602,2020-11-14,BTC-USD,16068.138671875,27481710135.0,27481710135.0,27481710135.0,27481710135.0,27481710135.0
8603,2020-11-15,BTC-USD,15955.587890625,23653867583.0,23653867583.0,23653867583.0,23653867583.0,23653867583.0
8604,2020-11-16,BTC-USD,16716.111328125,31526766675.0,31526766675.0,31526766675.0,31526766675.0,31526766675.0
8605,2020-11-17,BTC-USD,17645.40625,39006849170.0,39006849170.0,39006849170.0,39006849170.0,39006849170.0
8606,2020-11-18,BTC-USD,17804.005859375,49064800278.0,49064800278.0,49064800278.0,49064800278.0,49064800278.0
8607,2020-11-19,BTC-USD,17817.08984375,36985055355.0,36985055355.0,36985055355.0,36985055355.0,36985055355.0
8608,2020-11-20,BTC-USD,18621.314453125,36992873940.0,36992873940.0,36992873940.0,36992873940.0,36992873940.0
8609,2020-11-21,BTC-USD,18642.232421875,39650210707.0,39650210707.0,39650210707.0,39650210707.0,39650210707.0
8610,2020-11-22,BTC-USD,18370.001953125,41280434226.0,41280434226.0,41280434226.0,41280434226.0,41280434226.0
8611,2020-11-23,BTC-USD,18364.12109375,42741112308.0,42741112308.0,42741112308.0,42741112308.0,42741112308.0
8612,2020-11-24,BTC-USD,19107.46484375,51469565009.0,51469565009.0,51469565009.0,51469565009.0,51469565009.0
8613,2020-11-25,BTC-USD,18732.12109375,43710357371.0,43710357371.0,43710357371.0,43710357371.0,43710357371.0
8614,2020-11-26,BTC-USD,17150.623046875,61396835737.0,61396835737.0,61396835737.0,61396835737.0,61396835737.0
8615,2020-11-27,BTC-USD,17108.40234375,38886494645.0,38886494645.0,38886494645.0,38886494645.0,38886494645.0
8616,2020-11-28,BTC-USD,17717.4140625,32601040734.0,32601040734.0,32601040734.0,32601040734.0,32601040734.0
8617,2020-11-29,BTC-USD,18177.484375,31133957704.0,31133957704.0,31133957704.0,31133957704.0,31133957704.0
8618,2020-11-30,BTC-USD,19625.8359375,47728480399.0,47728480399.0,47728480399.0,47728480399.0,47728480399.0
8619,2020-12-01,BTC-USD,18802.998046875,49633658712.0,49633658712.0,49633658712.0,49633658712.0,49633658712.0
8620,2020-12-02,BTC-USD,19201.091796875,37387697139.0,37387697139.0,37387697139.0,37387697139.0,37387697139.0
8621,2020-12-03,BTC-USD,19445.3984375,31930317405.0,31930317405.0,31930317405.0,31930317405.0,31930317405.0
8622,2020-12-04,BTC-USD,18699.765625,33872388058.0,33872388058.0,33872388058.0,33872388058.0,33872388058.0
8623,2020-12-05,BTC-USD,19154.23046875,27242455064.0,27242455064.0,27242455064.0,27242455064.0,27242455064.0
8624,2020-12-06,BTC-USD,19345.12109375,25293775714.0,25293775714.0,25293775714.0,25293775714.0,25293775714.0
8625,2020-12-07,BTC-USD,19191.630859375,26896357742.0,26896357742.0,26896357742.0,26896357742.0,26896357742.0
8626,2020-12-08,BTC-USD,18321.14453125,31692288756.0,31692288756.0,31692288756.0,31692288756.0,31692288756.0
8627,2020-12-09,BTC-USD,18553.916015625,34420373071.0,34420373071.0,34420373071.0,34420373071.0,34420373071.0
8628,2020-12-10,BTC-USD,18264.9921875,25547132265.0,25547132265.0,25547132265.0,25547132265.0,25547132265.0
8629,2020-12-11,BTC-USD,18058.904296875,27919640985.0,27919640985.0,27919640985.0,27919640985.0,27919640985.0
8630,2020-12-12,BTC-USD,18803.65625,21752580802.0,21752580802.0,21752580802.0,21752580802.0,21752580802.0
8631,2020-12-13,BTC-USD,19142.3828125,25450468637.0,25450468637.0,25450468637.0,25450468637.0,25450468637.0
8632,2020-12-14,BTC-USD,19246.64453125,22473997681.0,22473997681.0,22473997681.0,22473997681.0,22473997681.0
8633,2020-12-15,BTC-USD,19417.076171875,26741982541.0,26741982541.0,26741982541.0,26741982541.0,26741982541.0
8634,2020-12-16,BTC-USD,21310.59765625,44409011479.0,44409011479.0,44409011479.0,44409011479.0,44409011479.0
8635,2020-12-17,BTC-USD,22805.162109375,71378606374.0,71378606374.0,71378606374.0,71378606374.0,71378606374.0
8636,2020-12-18,BTC-USD,23137.9609375,40387896275.0,40387896275.0,40387896275.0,40387896275.0,40387896275.0
8637,2020-12-19,BTC-USD,23869.83203125,38487546580.0,38487546580.0,38487546580.0,38487546580.0,38487546580.0
8638,2020-12-20,BTC-USD,23477.294921875,37844228422.0,37844228422.0,37844228422.0,37844228422.0,37844228422.0
8639,2020-12-21,BTC-USD,22803.08203125,45852713981.0,45852713981.0,45852713981.0,45852713981.0,45852713981.0
8640,2020-12-22,BTC-USD,23783.029296875,44171632681.0,44171632681.0,44171632681.0,44171632681.0,44171632681.0
8641,2020-12-23,BTC-USD,23241.345703125,51146161904.0,51146161904.0,51146161904.0,51146161904.0,51146161904.0
8642,2020-12-24,BTC-USD,23735.94921875,41080759713.0,41080759713.0,41080759713.0,41080759713.0,41080759713.0
8643,2020-12-25,BTC-USD,24664.791015625,42068395846.0,42068395846.0,42068395846.0,42068395846.0,42068395846.0
8644,2020-12-26,BTC-USD,26437.037109375,48332647295.0,48332647295.0,48332647295.0,48332647295.0,48332647295.0
8645,2020-12-27,BTC-USD,26272.294921875,66479895605.0,66479895605.0,66479895605.0,66479895605.0,66479895605.0
8646,2020-12-28,BTC-USD,27084.80859375,49056742893.0,49056742893.0,49056742893.0,49056742893.0,49056742893.0
8647,2020-12-29,BTC-USD,27362.4375,45265946774.0,45265946774.0,45265946774.0,45265946774.0,45265946774.0
8648,2020-12-30,BTC-USD,28840.953125,51287442704.0,51287442704.0,51287442704.0,51287442704.0,51287442704.0
8649,2020-12-31,BTC-USD,29001.720703125,46754964848.0,46754964848.0,46754964848.0,46754964848.0,46754964848.0
8650,2021-01-01,BTC-USD,29374.15234375,40730301359.0,40730301359.0,40730301359.0,40730301359.0,40730301359.0
8651,2021-01-02,BTC-USD,32127.267578125,67865420765.0,67865420765.0,67865420765.0,67865420765.0,67865420765.0
8652,2021-01-03,BTC-USD,32782.0234375,78665235202.0,78665235202.0,78665235202.0,78665235202.0,78665235202.0
8653,2021-01-04,BTC-USD,31971.9140625,81163475344.0,81163475344.0,81163475344.0,81163475344.0,81163475344.0
8654,2021-01-05,BTC-USD,33992.4296875,67547324782.0,67547324782.0,67547324782.0,67547324782.0,67547324782.0
8655,2021-01-06,BTC-USD,36824.36328125,75289433811.0,75289433811.0,75289433811.0,75289433811.0,75289433811.0
8656,2021-01-07,BTC-USD,39371.04296875,84762141031.0,84762141031.0,84762141031.0,84762141031.0,84762141031.0
8657,2021-01-08,BTC-USD,40797.609375,88107519480.0,88107519480.0,88107519480.0,88107519480.0,88107519480.0
8658,2021-01-09,BTC-USD,40254.546875,61984162837.0,61984162837.0,61984162837.0,61984162837.0,61984162837.0
8659,2021-01-10,BTC-USD,38356.44140625,79980747690.0,79980747690.0,79980747690.0,79980747690.0,79980747690.0
8660,2021-01-11,BTC-USD,35566.65625,123320567399.0,123320567399.0,123320567399.0,123320567399.0,123320567399.0
8661,2021-01-12,BTC-USD,33922.9609375,74773277909.0,74773277909.0,74773277909.0,74773277909.0,74773277909.0
8662,2021-01-13,BTC-USD,37316.359375,69364315979.0,69364315979.0,69364315979.0,69364315979.0,69364315979.0
8663,2021-01-14,BTC-USD,39187.328125,63615990033.0,63615990033.0,63615990033.0,63615990033.0,63615990033.0
8664,2021-01-15,BTC-USD,36825.3671875,67760757881.0,67760757881.0,67760757881.0,67760757881.0,67760757881.0
8665,2021-01-16,BTC-USD,36178.140625,57706187875.0,57706187875.0,57706187875.0,57706187875.0,57706187875.0
8666,2021-01-17,BTC-USD,35791.27734375,52359854336.0,52359854336.0,52359854336.0,52359854336.0,52359854336.0
8667,2021-01-18,BTC-USD,36630.07421875,49511702429.0,49511702429.0,49511702429.0,49511702429.0,49511702429.0
8668,2021-01-19,BTC-USD,36069.8046875,57244195486.0,57244195486.0,57244195486.0,57244195486.0,57244195486.0
8669,2021-01-20,BTC-USD,35547.75,66834573161.0,66834573161.0,66834573161.0,66834573161.0,66834573161.0
8670,2021-01-21,BTC-USD,30825.69921875,75643067688.0,75643067688.0,75643067688.0,75643067688.0,75643067688.0
8671,2021-01-22,BTC-USD,33005.76171875,77207272511.0,77207272511.0,77207272511.0,77207272511.0,77207272511.0
8672,2021-01-23,BTC-USD,32067.642578125,48354737975.0,48354737975.0,48354737975.0,48354737975.0,48354737975.0
8673,2021-01-24,BTC-USD,32289.37890625,48643830599.0,48643830599.0,48643830599.0,48643830599.0,48643830599.0
8674,2021-01-25,BTC-USD,32366.392578125,59897054838.0,59897054838.0,59897054838.0,59897054838.0,59897054838.0
8675,2021-01-26,BTC-USD,32569.849609375,60255421470.0,60255421470.0,60255421470.0,60255421470.0,60255421470.0
8676,2021-01-27,BTC-USD,30432.546875,62576762015.0,62576762015.0,62576762015.0,62576762015.0,62576762015.0
8677,2021-01-28,BTC-USD,33466.09765625,76517157706.0,76517157706.0,76517157706.0,76517157706.0,76517157706.0
8678,2021-01-29,BTC-USD,34316.38671875,117894572511.0,117894572511.0,117894572511.0,117894572511.0,117894572511.0
8679,2021-01-30,BTC-USD,34269.5234375,65141828798.0,65141828798.0,65141828798.0,65141828798.0,65141828798.0
8680,2021-01-31,BTC-USD,33114.359375,52754542671.0,52754542671.0,52754542671.0,52754542671.0,52754542671.0
8681,2021-02-01,BTC-USD,33537.17578125,61400400660.0,61400400660.0,61400400660.0,61400400660.0,61400400660.0
8682,2021-02-02,BTC-USD,35510.2890625,63088585433.0,63088585433.0,63088585433.0,63088585433.0,63088585433.0
8683,2021-02-03,BTC-USD,37472.08984375,61166818159.0,61166818159.0,61166818159.0,61166818159.0,61166818159.0
8684,2021-02-04,BTC-USD,36926.06640625,68838074392.0,68838074392.0,68838074392.0,68838074392.0,68838074392.0
8685,2021-02-05,BTC-USD,38144.30859375,58598066402.0,58598066402.0,58598066402.0,58598066402.0,58598066402.0
8686,2021-02-06,BTC-USD,39266.01171875,71326033653.0,71326033653.0,71326033653.0,71326033653.0,71326033653.0
8687,2021-02-07,BTC-USD,38903.44140625,65500641143.0,65500641143.0,65500641143.0,65500641143.0,65500641143.0
8688,2021-02-08,BTC-USD,46196.46484375,101467222687.0,101467222687.0,101467222687.0,101467222687.0,101467222687.0
8689,2021-02-09,BTC-USD,46481.10546875,91809846886.0,91809846886.0,91809846886.0,91809846886.0,91809846886.0
8690,2021-02-10,BTC-USD,44918.18359375,87301089896.0,87301089896.0,87301089896.0,87301089896.0,87301089896.0
8691,2021-02-11,BTC-USD,47909.33203125,81388911810.0,81388911810.0,81388911810.0,81388911810.0,81388911810.0
8692,2021-02-12,BTC-USD,47504.8515625,76555041196.0,76555041196.0,76555041196.0,76555041196.0,76555041196.0
8693,2021-02-13,BTC-USD,47105.515625,70250456155.0,70250456155.0,70250456155.0,70250456155.0,70250456155.0
8694,2021-02-14,BTC-USD,48717.2890625,71248675228.0,71248675228.0,71248675228.0,71248675228.0,71248675228.0
8695,2021-02-15,BTC-USD,47945.05859375,77069903166.0,77069903166.0,77069903166.0,77069903166.0,77069903166.0
8696,2021-02-16,BTC-USD,49199.87109375,77049582886.0,77049582886.0,77049582886.0,77049582886.0,77049582886.0
8697,2021-02-17,BTC-USD,52149.0078125,80820545404.0,80820545404.0,80820545404.0,80820545404.0,80820545404.0
8698,2021-02-18,BTC-USD,51679.796875,52054723579.0,52054723579.0,52054723579.0,52054723579.0,52054723579.0
8699,2021-02-19,BTC-USD,55888.1328125,63495496918.0,63495496918.0,63495496918.0,63495496918.0,63495496918.0
8700,2021-02-20,BTC-USD,56099.51953125,68145460026.0,68145460026.0,68145460026.0,68145460026.0,68145460026.0
8701,2021-02-21,BTC-USD,57539.9453125,51897585191.0,51897585191.0,51897585191.0,51897585191.0,51897585191.0
8702,2021-02-22,BTC-USD,54207.3203125,92052420332.0,92052420332.0,92052420332.0,92052420332.0,92052420332.0
8703,2021-02-23,BTC-USD,48824.42578125,106102492824.0,106102492824.0,106102492824.0,106102492824.0,106102492824.0
8704,2021-02-24,BTC-USD,49705.33203125,63695521388.0,63695521388.0,63695521388.0,63695521388.0,63695521388.0
8705,2021-02-25,BTC-USD,47093.8515625,54506565949.0,54506565949.0,54506565949.0,54506565949.0,54506565949.0
8706,2021-02-26,BTC-USD,46339.76171875,350967941479.0,350967941479.0,350967941479.0,350967941479.0,350967941479.0
8707,2021-02-27,BTC-USD,46188.453125,45910946382.0,45910946382.0,45910946382.0,45910946382.0,45910946382.0
8708,2021-02-28,BTC-USD,45137.76953125,53443887451.0,53443887451.0,53443887451.0,53443887451.0,53443887451.0
8709,2021-03-01,BTC-USD,49631.2421875,53891300112.0,53891300112.0,53891300112.0,53891300112.0,53891300112.0
8710,2021-03-02,BTC-USD,48378.98828125,47530897720.0,47530897720.0,47530897720.0,47530897720.0,47530897720.0
8711,2021-03-03,BTC-USD,50538.2421875,53220811975.0,53220811975.0,53220811975.0,53220811975.0,53220811975.0
8712,2021-03-04,BTC-USD,48561.16796875,52343816680.0,52343816680.0,52343816680.0,52343816680.0,52343816680.0
8713,2021-03-05,BTC-USD,48927.3046875,48625928883.0,48625928883.0,48625928883.0,48625928883.0,48625928883.0
8714,2021-03-06,BTC-USD,48912.3828125,34363564661.0,34363564661.0,34363564661.0,34363564661.0,34363564661.0
8715,2021-03-07,BTC-USD,51206.69140625,43137459378.0,43137459378.0,43137459378.0,43137459378.0,43137459378.0
8716,2021-03-08,BTC-USD,52246.5234375,48597428048.0,48597428048.0,48597428048.0,48597428048.0,48597428048.0
8717,2021-03-09,BTC-USD,54824.1171875,50912227385.0,50912227385.0,50912227385.0,50912227385.0,50912227385.0
8718,2021-03-10,BTC-USD,56008.55078125,57295577614.0,57295577614.0,57295577614.0,57295577614.0,57295577614.0
